	n_i	n_T.te	n_T.peak	expected	fc.expected	comparison	padj.final	significance
Charlie25	0	303	4692	0.26	0.8	te_in_peak	1	n.s
Charlie9	0	230	4692	0.2	0.8	te_in_peak	1	n.s
RLTR28	1	1910	4692	1.62	0.8	te_in_peak	1	n.s
MER90	0	248	4692	0.21	0.8	te_in_peak	1	n.s
RLTR30B_MM	0	231	4692	0.2	0.8	te_in_peak	1	n.s
LTR79	0	380	4692	0.32	0.8	te_in_peak	1	n.s
RLTR13D2	0	218	4692	0.28	0.8	peak_in_te	1	n.s
B3A	64	92525	4692	78.65	0.8	te_in_peak	1	n.s
MYSERV6-int|MYSERV6-int|MYSERV6-int|MYSERV6-int	0	46	4692	0.19	0.8	peak_in_te	1	n.s
RMER19A|RMER19A	0	165	4692	0.18	0.8	peak_in_te	1	n.s
MER92B	0	237	4692	0.2	0.8	te_in_peak	1	n.s
BGLII_A	0	286	4692	0.24	0.8	te_in_peak	1	n.s
RLTR31B_Mm	0	346	4692	0.29	0.8	te_in_peak	1	n.s
RMER3D-int	0	334	4692	0.28	0.8	te_in_peak	1	n.s
RLTR31A_Mm	0	206	4692	0.18	0.8	te_in_peak	1	n.s
RLTR30E_MM	0	310	4692	0.26	0.8	te_in_peak	1	n.s
RLTR30D_MM	0	293	4692	0.25	0.8	te_in_peak	1	n.s
LTR82B	0	286	4692	0.24	0.8	te_in_peak	1	n.s
ERV3-16A3_LTR	0	277	4692	0.24	0.8	te_in_peak	1	n.s
X3_LINE	0	258	4692	0.22	0.8	te_in_peak	1	n.s
MLT1I	1	1597	4692	1.36	0.8	te_in_peak	1	n.s
RLTR13G	0	317	4692	0.3	0.8	peak_in_te	1	n.s
Tigger6a	0	373	4692	0.32	0.8	te_in_peak	1	n.s
RLTR10D|IAP-d-int|IAP-d-int|RLTR10D	0	32	4692	0.23	0.8	peak_in_te	1	n.s
RLTR25A|RLTR25A	0	177	4692	0.23	0.8	peak_in_te	1	n.s
LTR33C	0	226	4692	0.19	0.8	te_in_peak	1	n.s
Tigger6b	0	222	4692	0.19	0.8	te_in_peak	1	n.s
ERVL-B4-int|ERVL-B4-int	0	151	4692	0.2	0.8	peak_in_te	1	n.s
RMER17D2|RMER17D2	0	238	4692	0.29	0.8	peak_in_te	1	n.s
LTR37B	0	379	4692	0.32	0.8	te_in_peak	1	n.s
RLTR13D4	0	204	4692	0.2	0.8	peak_in_te	1	n.s
MTE-int	2	3029	4692	2.57	0.8	te_in_peak	1	n.s
RLTR13D1	0	206	4692	0.21	0.8	peak_in_te	1	n.s
LTR41B	0	285	4692	0.24	0.8	te_in_peak	1	n.s
RMER2|RMER2	0	201	4692	0.18	0.8	peak_in_te	1	n.s
LTR82A	0	331	4692	0.28	0.8	te_in_peak	1	n.s
Tigger9b	0	357	4692	0.3	0.8	te_in_peak	1	n.s
ORR1D2-int|ORR1D2	0	204	4692	0.25	0.8	peak_in_te	1	n.s
ORR1D2|ORR1D2-int	0	197	4692	0.23	0.8	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int	0	110	4692	0.18	0.8	peak_in_te	1	n.s
RLTR11A|RLTR11A	0	288	4692	0.26	0.8	peak_in_te	1	n.s
MurERV4_19-int	0	227	4692	0.2	0.8	peak_in_te	1	n.s
RMER17C-int	0	381	4692	0.32	0.8	te_in_peak	1	n.s
MER57E1	0	214	4692	0.18	0.8	te_in_peak	1	n.s
MER57D	0	298	4692	0.25	0.8	te_in_peak	1	n.s
MLTR31D_MM	0	231	4692	0.2	0.8	te_in_peak	1	n.s
Lx2A	1	1382	4692	1.37	0.8	peak_in_te	1	n.s
ERVB4_1B-I_MM-int	0	325	4692	0.28	0.8	te_in_peak	1	n.s
MER57C2	0	374	4692	0.32	0.8	te_in_peak	1	n.s
ORR1B2-int|ORR1B2	0	136	4692	0.19	0.8	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	38	4692	0.18	0.8	peak_in_te	1	n.s
MER54A	0	272	4692	0.23	0.8	te_in_peak	1	n.s
ERVB4_1B-I_MM-int|ERVB4_1B-I_MM-int	0	174	4692	0.24	0.8	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPLTR2_Mm	0	27	4692	0.32	0.8	peak_in_te	1	n.s
Lx4B	8	11053	4692	10.36	0.8	peak_in_te	1	n.s
RLTR13A3	0	195	4692	0.27	0.8	peak_in_te	1	n.s
IAPEY3C_LTR	0	313	4692	0.27	0.8	te_in_peak	1	n.s
MADE2	0	207	4692	0.18	0.8	te_in_peak	1	n.s
RLTR12G	0	309	4692	0.26	0.8	te_in_peak	1	n.s
RLTRETN_Mm|MMETn-int|MMETn-int|RLTRETN_Mm	0	22	4692	0.19	0.8	peak_in_te	1	n.s
MLTR31F_MM	0	392	4692	0.33	0.8	te_in_peak	1	n.s
MLTR31C_MM	0	229	4692	0.19	0.8	te_in_peak	1	n.s
MLTR31A_MM	0	333	4692	0.28	0.8	te_in_peak	1	n.s
MLTR18A_MM	0	291	4692	0.25	0.8	te_in_peak	1	n.s
MTE2a|MTE2a-int	0	140	4692	0.2	0.8	peak_in_te	1	n.s
LTRIS_Mm|MuRRS-int|LTRIS_Mm	0	28	4692	0.25	0.8	peak_in_te	1	n.s
MuLV-int	0	224	4692	0.19	0.8	te_in_peak	1	n.s
MLTR18C_MM	0	330	4692	0.28	0.8	te_in_peak	1	n.s
MTD|MTD-int|MTD-int|MTD	0	101	4692	0.29	0.8	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	50	4692	0.24	0.8	peak_in_te	1	n.s
RodERV21-int|RodERV21-int|RodERV21-int	0	88	4692	0.28	0.8	peak_in_te	1	n.s
IAPEY2_LTR|IAPEY3-int|IAPEY3-int|IAPEY3-int|IAPEY2_LTR	0	50	4692	0.3	0.8	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	27	4692	0.2	0.8	peak_in_te	1	n.s
MER5C	0	238	4692	0.2	0.8	te_in_peak	1	n.s
MURVY-LTR|MuRRS4-int|MuRRS4-int|MuRRS4-int	0	35	4692	0.21	0.8	peak_in_te	1	n.s
LTRIS_Mus|MuRRS-int|MuRRS-int	0	33	4692	0.24	0.8	peak_in_te	1	n.s
MLTR18_MM	0	319	4692	0.27	0.8	te_in_peak	1	n.s
MTB|MTB	0	215	4692	0.2	0.8	peak_in_te	1	n.s
ORSL	0	286	4692	0.24	0.8	te_in_peak	1	n.s
Looper	0	208	4692	0.18	0.8	te_in_peak	1	n.s
ORR1B2|ORR1B2-int|ORR1B2	0	84	4692	0.25	0.8	peak_in_te	1	n.s
MER58D	0	295	4692	0.25	0.8	te_in_peak	1	n.s
IAPEY3_LTR	0	338	4692	0.29	0.8	te_in_peak	1	n.s
MMAR1	0	309	4692	0.26	0.8	te_in_peak	1	n.s
RLTR50B	0	271	4692	0.23	0.8	te_in_peak	1	n.s
MMERGLN-int	0	229	4692	0.25	0.8	peak_in_te	1	n.s
RLTR1A2_MM	0	303	4692	0.26	0.8	te_in_peak	1	n.s
MER135	0	287	4692	0.24	0.8	te_in_peak	1	n.s
ORR1A3|ORR1A3-int|ORR1A3	0	53	4692	0.2	0.8	peak_in_te	1	n.s
MTC-int|MTC-int|MTC	0	96	4692	0.18	0.8	peak_in_te	1	n.s
MTC-int|MTC-int	0	184	4692	0.21	0.8	peak_in_te	1	n.s
MMERVK9C_I-int|MMERVK9C_I-int	0	81	4692	0.24	0.8	peak_in_te	1	n.s
MMERVK9C_I-int	0	223	4692	0.28	0.8	peak_in_te	1	n.s
RLTR19C	0	237	4692	0.2	0.8	te_in_peak	1	n.s
RLTR19B	0	218	4692	0.19	0.8	te_in_peak	1	n.s
IAPLTR1_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR1_Mm	0	24	4692	0.2	0.8	peak_in_te	1	n.s
RLTR19A2	0	303	4692	0.26	0.8	te_in_peak	1	n.s
MER21B|MER21B	0	258	4692	0.24	0.8	peak_in_te	1	n.s
MLT1F2|MLT1F2	0	244	4692	0.21	0.8	te_in_peak	1	n.s
MTC	12	19106	4692	16.24	0.8	te_in_peak	1	n.s
RLTR19-int|RLTR19-int|RLTR19-int	0	125	4692	0.27	0.8	peak_in_te	1	n.s
RLTR9C|MMERVK9C_I-int	0	91	4692	0.26	0.8	peak_in_te	1	n.s
ORR1A4-int|ORR1A4	0	198	4692	0.32	0.8	peak_in_te	1	n.s
MER131	0	278	4692	0.24	0.8	te_in_peak	1	n.s
IAPEy-int|IAPEY_LTR	0	35	4692	0.21	0.8	peak_in_te	1	n.s
MER124	0	252	4692	0.21	0.8	te_in_peak	1	n.s
MLT1F-int	0	243	4692	0.21	0.8	te_in_peak	1	n.s
MMERGLN-int|MMERGLN-int	0	85	4692	0.25	0.8	peak_in_te	1	n.s
MER102a	0	384	4692	0.33	0.8	te_in_peak	1	n.s
RLTR13A	0	175	4692	0.19	0.8	peak_in_te	1	n.s
IAPEY4_I-int	0	341	4692	0.29	0.8	te_in_peak	1	n.s
MMERVK9E_I-int|MMERVK9E_I-int	0	102	4692	0.3	0.8	peak_in_te	1	n.s
MER102c	0	365	4692	0.31	0.8	te_in_peak	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2_Mm	0	46	4692	0.21	0.8	peak_in_te	1	n.s
MER104	0	297	4692	0.25	0.8	te_in_peak	1	n.s
IAPEY_LTR|IAPEy-int	0	38	4692	0.23	0.8	peak_in_te	1	n.s
MMERVK9C_I-int|RLTR9C	0	83	4692	0.24	0.8	peak_in_te	1	n.s
MER45R	0	385	4692	0.33	0.8	te_in_peak	1	n.s
MER45C	0	290	4692	0.25	0.8	te_in_peak	1	n.s
MER106B	0	229	4692	0.19	0.8	te_in_peak	1	n.s
MMERVK10C-int	0	217	4692	0.21	0.8	peak_in_te	1	n.s
RLTR9F	0	252	4692	0.21	0.8	te_in_peak	1	n.s
MER112	0	362	4692	0.31	0.8	te_in_peak	1	n.s
RLTR45|RLTR45-int|RLTR45-int|RLTR45-int|RLTR45	0	18	4692	0.23	0.8	peak_in_te	1	n.s
RLTR12B2	0	206	4692	0.18	0.8	te_in_peak	1	n.s
MURVY-LTR|MuRRS4-int|MuRRS4-int|MuRRS4-int|MuRRS4-int|MuRRS4-int|MURVY-LTR	0	36	4692	0.28	0.8	peak_in_te	1	n.s
Kanga2_a	0	361	4692	0.31	0.8	te_in_peak	1	n.s
ETnERV2-int|ETnERV2-int|ETnERV2-int|ETnERV2-int	0	41	4692	0.19	0.8	peak_in_te	1	n.s
L1M3c	0	342	4692	0.29	0.8	te_in_peak	1	n.s
MER77B	0	358	4692	0.3	0.8	te_in_peak	1	n.s
L1M2c	0	308	4692	0.26	0.8	te_in_peak	1	n.s
ORR1D1|ORR1D1|ORR1D1	0	256	4692	0.25	0.8	peak_in_te	1	n.s
LTR87	0	210	4692	0.18	0.8	te_in_peak	1	n.s
L1M2a	0	214	4692	0.18	0.8	te_in_peak	1	n.s
MT2A|MT2A|MT2A	0	267	4692	0.28	0.8	peak_in_te	1	n.s
MurERV4-int|MurERV4-int	0	125	4692	0.3	0.8	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1	0	113	4692	0.29	0.8	peak_in_te	1	n.s
ETnERV3-int|ETnERV3-int	0	64	4692	0.26	0.8	peak_in_te	1	n.s
Kanga1	0	309	4692	0.26	0.8	te_in_peak	1	n.s
MER74B	0	320	4692	0.27	0.8	te_in_peak	1	n.s
RLTR20B4_MM	0	230	4692	0.2	0.8	te_in_peak	1	n.s
RLTR43C	0	246	4692	0.21	0.8	te_in_peak	1	n.s
Charlie15a	0	229	4692	0.19	0.8	te_in_peak	1	n.s
MLT1J-int	0	384	4692	0.33	0.8	te_in_peak	1	n.s
MMETn-int|RLTRETN_Mm	0	47	4692	0.19	0.8	peak_in_te	1	n.s
MTC|MTC|MTC	0	234	4692	0.28	0.8	peak_in_te	1	n.s
MuRRS4-int|MuRRS4-int|MuRRS4-int	0	49	4692	0.18	0.8	peak_in_te	1	n.s
Charlie18a	0	243	4692	0.21	0.8	te_in_peak	1	n.s
MuRRS4-int|MuRRS4-int|MURVY-LTR	0	42	4692	0.18	0.8	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	25	4692	0.25	0.8	peak_in_te	1	n.s
Tigger14a	0	224	4692	0.19	0.8	te_in_peak	1	n.s
MuRRS-int	0	203	4692	0.29	0.8	peak_in_te	1	n.s
MTEa|MTEa-int	0	181	4692	0.24	0.8	peak_in_te	1	n.s
RLTR14-int|RLTR14-int	0	121	4692	0.19	0.8	peak_in_te	1	n.s
L1MA9	3	4609	4692	3.92	0.8	te_in_peak	1	n.s
MuRRS-int|MuRRS-int|LTRIS_Mus	0	34	4692	0.27	0.8	peak_in_te	1	n.s
Tigger10	0	239	4692	0.2	0.8	te_in_peak	1	n.s
RMER17A|RMER17A	0	239	4692	0.26	0.8	peak_in_te	1	n.s
RMER17A2|RMER17A2|RMER17A2	0	180	4692	0.24	0.8	peak_in_te	1	n.s
Charlie19a	0	240	4692	0.2	0.8	te_in_peak	1	n.s
MER82	1	1634	4692	1.39	0.8	te_in_peak	1	n.s
MT2B2|MT2B2	0	212	4692	0.18	0.8	te_in_peak	1	n.s
RLTR42-int|RLTR42-int	0	263	4692	0.27	0.8	peak_in_te	1	n.s
MT2B2	2	3361	4692	2.86	0.8	te_in_peak	1	n.s
MuRRS4-int|MuRRS4-int	0	108	4692	0.25	0.8	peak_in_te	1	n.s
L1M7	0	261	4692	0.22	0.8	te_in_peak	1	n.s
ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1	0	64	4692	0.19	0.8	peak_in_te	1	n.s
RLTR14|RLTR14	0	232	4692	0.2	0.8	te_in_peak	1	n.s
ORR1D1|ORR1D1-int	0	235	4692	0.27	0.8	peak_in_te	1	n.s
MER67B	0	222	4692	0.19	0.8	te_in_peak	1	n.s
RLTR20B3|RLTR20B3	0	205	4692	0.18	0.8	peak_in_te	1	n.s
IAPLTR2b|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2b	0	33	4692	0.2	0.8	peak_in_te	1	n.s
ORR1E|ORR1E-int	0	220	4692	0.29	0.8	peak_in_te	1	n.s
RLTR45-int	0	347	4692	0.29	0.8	te_in_peak	1	n.s
ORR1C2-int|ORR1C2	0	130	4692	0.19	0.8	peak_in_te	1	n.s
MLT2B5	0	349	4692	0.3	0.8	te_in_peak	1	n.s
MER67D	0	390	4692	0.33	0.8	te_in_peak	1	n.s
ORR1A1-int|ORR1A1	0	130	4692	0.24	0.8	peak_in_te	1	n.s
IAP-d-int	0	240	4692	0.2	0.8	te_in_peak	1	n.s
RLTR1D	0	260	4692	0.22	0.8	te_in_peak	1	n.s
RLTR45|ERVB4_2-I_MM-int|ERVB4_2-I_MM-int|RLTR45	0	22	4692	0.2	0.8	peak_in_te	1	n.s
ORR1C1|ORR1C1-int|ORR1C1	0	80	4692	0.23	0.8	peak_in_te	1	n.s
ORR1A1|ORR1A1-int	0	117	4692	0.22	0.8	peak_in_te	1	n.s
CR1_Mam	0	260	4692	0.22	0.8	te_in_peak	1	n.s
ORR1C1|ORR1C1-int	0	134	4692	0.2	0.8	peak_in_te	1	n.s
RMER13B|RMER13B	0	172	4692	0.21	0.8	peak_in_te	1	n.s
ORR1C2|ORR1C2	1	1711	4692	1.45	0.8	te_in_peak	1	n.s
MLT1H-int	0	239	4692	0.2	0.8	te_in_peak	1	n.s
IAPLTR2b|IAPEz-int|IAPLTR2b	0	23	4692	0.25	0.8	peak_in_te	1	n.s
RLTR20A3_MM|RLTR20A3_MM	0	221	4692	0.2	0.8	peak_in_te	1	n.s
IAPLTR3|IAPLTR3-int|IAPLTR3	0	25	4692	0.22	0.8	peak_in_te	1	n.s
FordPrefect	0	301	4692	0.26	0.8	te_in_peak	1	n.s
ORR1E-int|ORR1E	0	262	4692	0.32	0.8	peak_in_te	1	n.s
RMER16-int|RMER16-int|RMER16-int	0	96	4692	0.31	0.8	peak_in_te	1	n.s
RLTR20B2	0	363	4692	0.31	0.8	te_in_peak	1	n.s
MT-int	0	367	4692	0.31	0.8	te_in_peak	1	n.s
MLT1E	0	386	4692	0.33	0.8	te_in_peak	1	n.s
IAPLTR4	0	370	4692	0.31	0.8	te_in_peak	1	n.s
RMER16|RMER16	0	202	4692	0.18	0.8	peak_in_te	1	n.s
RLTR20A2	0	362	4692	0.31	0.8	te_in_peak	1	n.s
RLTR20A	0	384	4692	0.33	0.8	te_in_peak	1	n.s
MTC-int|MTC	0	375	4692	0.51	0.7	peak_in_te	1	n.s
RMER5	3	5307	4692	4.51	0.7	te_in_peak	1	n.s
ERV3-16A3_I-int	0	545	4692	0.46	0.7	te_in_peak	1	n.s
MTC|MTC	1	2279	4692	1.97	0.7	peak_in_te	1	n.s
MYSERV-int	0	449	4692	0.38	0.7	te_in_peak	1	n.s
RLTR12C	0	420	4692	0.36	0.7	te_in_peak	1	n.s
MTD	22	36821	4692	31.3	0.7	te_in_peak	1	n.s
MTC|MTC-int	0	345	4692	0.45	0.7	peak_in_te	1	n.s
Charlie4z	0	436	4692	0.37	0.7	te_in_peak	1	n.s
MERVL-int	0	413	4692	0.41	0.7	peak_in_te	1	n.s
RLTR11A2	1	2045	4692	1.74	0.7	te_in_peak	1	n.s
MTB|MTB-int|MTB	0	151	4692	0.45	0.7	peak_in_te	1	n.s
MURVY-LTR|MuRRS4-int	0	106	4692	0.36	0.7	peak_in_te	1	n.s
MLT1A|MLT1A	0	439	4692	0.37	0.7	te_in_peak	1	n.s
RLTR10B2	0	560	4692	0.48	0.7	te_in_peak	1	n.s
MTB	3	5129	4692	4.36	0.7	te_in_peak	1	n.s
RLTR20A3_MM	0	407	4692	0.35	0.7	te_in_peak	1	n.s
RLTR6-int	0	469	4692	0.4	0.7	te_in_peak	1	n.s
MER102b	0	509	4692	0.43	0.7	te_in_peak	1	n.s
ORR1B1|ORR1B1-int	0	249	4692	0.39	0.7	peak_in_te	1	n.s
MARNA	0	559	4692	0.48	0.7	te_in_peak	1	n.s
RLTR4_Mm|RLTR4_MM-int|RLTR4_Mm	0	31	4692	0.46	0.7	peak_in_te	1	n.s
RLTR48A	0	396	4692	0.34	0.7	peak_in_te	1	n.s
MLTR25C	0	478	4692	0.45	0.7	peak_in_te	1	n.s
IAPLTR2a	0	458	4692	0.39	0.7	te_in_peak	1	n.s
MLTR18D_MM	0	464	4692	0.39	0.7	te_in_peak	1	n.s
RLTR1C	0	558	4692	0.47	0.7	te_in_peak	1	n.s
LTRIS_Mm	0	422	4692	0.36	0.7	te_in_peak	1	n.s
MLT2F	0	425	4692	0.36	0.7	te_in_peak	1	n.s
MLT-int	0	553	4692	0.47	0.7	te_in_peak	1	n.s
IAPLTR2b	0	616	4692	0.52	0.7	te_in_peak	1	n.s
IAPLTR2b|IAPEz-int|IAPEz-int|IAPLTR2b	0	56	4692	0.4	0.7	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	76	4692	0.38	0.7	peak_in_te	1	n.s
RLTR6B_Mm|RLTR6-int|RLTR6-int|RLTR6B_Mm	0	38	4692	0.44	0.7	peak_in_te	1	n.s
RLTR13B4	0	368	4692	0.44	0.7	peak_in_te	1	n.s
ORR1A4|ORR1A4-int	0	200	4692	0.34	0.7	peak_in_te	1	n.s
MER34A1	0	533	4692	0.45	0.7	te_in_peak	1	n.s
MER34A	0	524	4692	0.45	0.7	te_in_peak	1	n.s
RLTR10A	0	534	4692	0.45	0.7	te_in_peak	1	n.s
MER31B	0	429	4692	0.36	0.7	te_in_peak	1	n.s
RLTR19-int|RLTR19-int	0	281	4692	0.37	0.7	peak_in_te	1	n.s
MER21C|MER21C	0	343	4692	0.34	0.7	peak_in_te	1	n.s
IAPLTR1_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR1_Mm	0	45	4692	0.36	0.7	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	52	4692	0.38	0.7	peak_in_te	1	n.s
IAPLTR1a_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR1a_Mm	0	45	4692	0.36	0.7	peak_in_te	1	n.s
RCHARR1	4	6783	4692	5.77	0.7	te_in_peak	1	n.s
Plat_L3	0	583	4692	0.5	0.7	te_in_peak	1	n.s
RLTR9A	0	429	4692	0.36	0.7	te_in_peak	1	n.s
MER121	0	585	4692	0.5	0.7	te_in_peak	1	n.s
MER119	0	401	4692	0.34	0.7	te_in_peak	1	n.s
RLTR20A2B_MM	0	423	4692	0.36	0.7	te_in_peak	1	n.s
IAPLTR3|IAPLTR3-int|IAPLTR3-int|IAPLTR3	0	67	4692	0.45	0.7	peak_in_te	1	n.s
IAPEY_LTR	0	595	4692	0.51	0.7	te_in_peak	1	n.s
RLTR20B3	0	443	4692	0.38	0.7	te_in_peak	1	n.s
RLTR20C1_MM|RLTR20C1_MM	0	513	4692	0.44	0.7	te_in_peak	1	n.s
LTR16E1	0	504	4692	0.43	0.7	te_in_peak	1	n.s
LTR16E2	0	425	4692	0.36	0.7	te_in_peak	1	n.s
LTR33A	0	499	4692	0.42	0.7	te_in_peak	1	n.s
LTR33A_	0	473	4692	0.4	0.7	te_in_peak	1	n.s
AmnSINE2	0	396	4692	0.34	0.7	te_in_peak	1	n.s
LTR37A	0	547	4692	0.46	0.7	te_in_peak	1	n.s
LTR40a	0	570	4692	0.48	0.7	te_in_peak	1	n.s
RLTR20C2_MM|RLTR20C2_MM	0	453	4692	0.39	0.7	te_in_peak	1	n.s
LTR40b	0	434	4692	0.37	0.7	te_in_peak	1	n.s
Zaphod3	0	449	4692	0.38	0.7	te_in_peak	1	n.s
LTR50	0	529	4692	0.45	0.7	te_in_peak	1	n.s
LTR78B	0	398	4692	0.34	0.7	te_in_peak	1	n.s
LTR78	0	578	4692	0.49	0.7	te_in_peak	1	n.s
LTR67B	0	604	4692	0.51	0.7	te_in_peak	1	n.s
Arthur1B	0	598	4692	0.51	0.7	te_in_peak	1	n.s
LTR16A2	0	416	4692	0.35	0.7	te_in_peak	1	n.s
RLTR27	0	610	4692	0.52	0.7	te_in_peak	1	n.s
L1MD1	1	2307	4692	1.96	0.7	te_in_peak	1	n.s
L1M	0	515	4692	0.44	0.7	te_in_peak	1	n.s
L1MB7	4	6953	4692	5.91	0.7	te_in_peak	1	n.s
L1MB8	3	6025	4692	5.12	0.7	te_in_peak	1	n.s
L1MC1	3	5619	4692	4.78	0.7	te_in_peak	1	n.s
L1MCa	2	3539	4692	3.01	0.7	te_in_peak	1	n.s
L1MCc	0	512	4692	0.44	0.7	te_in_peak	1	n.s
L1ME3C	0	575	4692	0.49	0.7	te_in_peak	1	n.s
URR1B	10	16931	4692	14.39	0.7	te_in_peak	1	n.s
RLTR35B_MM	0	479	4692	0.41	0.7	te_in_peak	1	n.s
Tigger5	2	3817	4692	3.24	0.7	te_in_peak	1	n.s
RLTR34C_MM	0	536	4692	0.46	0.7	te_in_peak	1	n.s
RLTR34B_MM	0	535	4692	0.45	0.7	te_in_peak	1	n.s
RLTR31_Mur	0	407	4692	0.35	0.7	te_in_peak	1	n.s
RLTR28B	0	415	4692	0.35	0.7	te_in_peak	1	n.s
IAPEY_LTR|IAPEy-int|IAPEy-int|IAPEY_LTR	0	54	4692	0.42	0.7	peak_in_te	1	n.s
ORR1B1-int|ORR1B1	0	246	4692	0.4	0.7	peak_in_te	1	n.s
ETnERV2-int|ETnERV2-int	0	169	4692	0.52	0.7	peak_in_te	1	n.s
RLTR16C_MM	0	417	4692	0.35	0.7	te_in_peak	1	n.s
RLTR13C3	0	435	4692	0.52	0.7	peak_in_te	1	n.s
MER68	0	474	4692	0.4	0.7	te_in_peak	1	n.s
RMER19C|RMER19C	0	395	4692	0.44	0.7	peak_in_te	1	n.s
MTA_Mm-int|MTA_Mm	0	321	4692	0.53	0.7	peak_in_te	1	n.s
MTE2b	6	10647	4692	9.05	0.7	te_in_peak	1	n.s
MER5B	3	5130	4692	4.36	0.7	te_in_peak	1	n.s
MER89	0	465	4692	0.4	0.7	te_in_peak	1	n.s
MER63C	0	419	4692	0.36	0.7	te_in_peak	1	n.s
ERVB7_2B-LTR_MM	0	480	4692	0.41	0.7	te_in_peak	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	40	4692	0.45	0.7	peak_in_te	1	n.s
MLT1E1	0	461	4692	0.39	0.7	te_in_peak	1	n.s
ERVL-B4-int	0	619	4692	0.53	0.7	te_in_peak	1	n.s
MYSERV6-int|MYSERV6-int|MYSERV6-int	0	125	4692	0.39	0.7	peak_in_te	1	n.s
RMER13B	1	1711	4692	1.71	0.7	peak_in_te	1	n.s
MER90a	0	563	4692	0.48	0.7	te_in_peak	1	n.s
RLTR13E	0	402	4692	0.51	0.7	peak_in_te	1	n.s
RMER15-int|RMER15-int	0	293	4692	0.43	0.7	peak_in_te	1	n.s
MER67C	0	615	4692	0.52	0.7	te_in_peak	1	n.s
RMER12|RMER12|RMER12	0	206	4692	0.38	0.7	peak_in_te	1	n.s
MER96B	0	420	4692	0.36	0.7	te_in_peak	1	n.s
MER58C	0	432	4692	0.37	0.7	te_in_peak	1	n.s
MER77	0	565	4692	0.48	0.7	te_in_peak	1	n.s
RLTR13C1	0	296	4692	0.35	0.7	peak_in_te	1	n.s
MuRRS4-int|MURVY-LTR	0	113	4692	0.37	0.7	peak_in_te	1	n.s
MMERVK9E_I-int	0	301	4692	0.38	0.7	peak_in_te	1	n.s
IAPEY3_LTR|IAPEY3-int|IAPEY3_LTR	0	26	4692	0.35	0.7	peak_in_te	1	n.s
RMER20B	1	2137	4692	1.82	0.7	te_in_peak	1	n.s
ERVB7_1-LTR_MM|ETnERV-int|RLTR13G|ETnERV-int|ERVB7_1-LTR_MM	0	36	4692	0.44	0.7	peak_in_te	1	n.s
IAPEY3-int	0	283	4692	0.38	0.7	peak_in_te	1	n.s
ETnERV2-int|ETnERV2-int|ETnERV2-int	0	102	4692	0.4	0.7	peak_in_te	1	n.s
RLTR18	0	457	4692	0.39	0.7	te_in_peak	1	n.s
RLTRETN_Mm|MMETn-int|RLTR13G|MMETn-int|RLTRETN_Mm	0	57	4692	0.51	0.7	peak_in_te	1	n.s
Charlie2a	0	493	4692	0.42	0.7	te_in_peak	1	n.s
MurERV4-int	0	360	4692	0.38	0.7	peak_in_te	1	n.s
ORR1A2|ORR1A2-int|ORR1A2-int|ORR1A2	0	107	4692	0.39	0.7	peak_in_te	1	n.s
IAPEY3-int|IAPEY3-int|IAPEY3-int|IAPEY3-int	0	124	4692	0.5	0.7	peak_in_te	1	n.s
L1ME3B	0	721	4692	0.61	0.6	te_in_peak	1	n.s
MuRRS4-int	0	582	4692	0.76	0.6	peak_in_te	1	n.s
RMER6A	1	2526	4692	2.21	0.6	peak_in_te	1	n.s
Tigger7	2	5202	4692	4.42	0.6	te_in_peak	1	n.s
Charlie7	0	837	4692	0.71	0.6	te_in_peak	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	49	4692	0.57	0.6	peak_in_te	1	n.s
RLTR11B	0	767	4692	0.65	0.6	te_in_peak	1	n.s
